countryname,countrycode,indicatorname,indicatorcode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00192948,0.00346122,0.02314889,0.345188503,14.52310475,37.92910932,45.3600933,53.40515695,59.11870647,59.15051475,58.33797832,60.68781429,62.11846823,64.97499576,69.05451201,71.27030327,74.56157479,77.75122616,82.40818434,84.46612526,91.0280582,94.92547003,100,103.3668246,105.7537532,107.0375085,107.3249846,109.6331606,112.6894147,113.8902586,115.9477917,123.9487849,133.8471843,137.4249243,139.0207967
American Samoa,ASM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.62068966,71.58469945,69.25170068,68.30601093,70.22792023,72.44755245,80.45977011,101.1994003,85.65022422,85.20179372,100,102.2435897,101.2598425,102.7480916,104.1925466,102.1702838,103.902439,105.7189542,112.8325509,118.29653,135.0387597,,
Antigua and Barbuda,ATG,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.92228422,58.69085486,60.41107447,61.81008037,64.02798275,65.97963498,68.22995349,69.95632448,71.83164064,73.27623168,74.40139951,75.93687921,76.9046577,76.53603057,78.33359246,81.99842827,82.91490194,86.53771977,90.6381869,91.64394091,93.11704111,94.17353939,96.5757374,94.366498,96.04345874,98.73440584,98.26530139,98.57634231,100,100.712335,101.4995566,106.4925985,113.7130892,119.2986089,126.8369932
Australia,AUS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.11130751,42.35294118,42.97935208,43.35214536,43.79381803,44.79632122,46.01094759,46.59657071,47.12574089,47.34976063,48.55754188,50.80611568,52.24918944,53.80911255,55.54838415,57.67337685,60.62356604,63.6462884,66.55478561,69.84870114,70.65459624,75.03657782,76.3915125,76.26653556,77.33838241,76.85590036,76.3462246,79.13529298,80.61434331,83.41021207,84.98291261,87.60034371,93.88613582,100,102.6265457
Austria,AUT,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.29845782,60.42161262,62.52373702,64.24756907,65.86978382,67.06460767,67.70872025,68.56357257,68.89409157,69.04519199,69.9892564,71.34514692,72.13295094,73.04687737,74.30909963,76.19058214,77.74839,79.50493674,81.04239582,82.45204142,83.18696837,84.70091915,86.47257844,87.95015517,89.71508975,91.77192903,93.43736087,94.34867218,96.05683598,97.47241119,100,101.9261294,106.7724906,113.8703559,117.3440783
Azerbaijan,AZE,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002554933,0.004689567,0.054648898,0.462944213,6.879663017,44.41898128,56.15410432,61.34414991,60.75209705,62.06564346,69.81936391,71.57532816,74.59178889,79.78447025,87.16610198,100,111.3291885,134.2434996,171.7927977,139.3252845,158.5907189,197.6150579,203.2371719,204.0768748,201.3622352,183.6229965,210.4839909,244.6375538,274.4452526,273.8369366,253.3166007,308.0047076,422.8002831,383.384241,377.9855308
Burundi,BDI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98148899,18.71749665,19.72857103,21.25608438,22.66715795,26.31718506,30.12083713,39.87932246,44.44572662,51.09220291,57.82556042,65.75714952,66.43304002,74.36896399,84.14562649,100,102.8456663,111.3544746,138.3198445,152.7864356,165.8673306,179.7408891,205.4331807,221.7714952,233.5379279,283.3252879,286.0825429,318.8366556,309.7470711,312.3857056,331.024206,359.2166098,425.0672012,471.292979,517.7637607
Belgium,BEL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.46301008,60.14477126,62.20444384,64.68841139,66.04318393,66.84941905,67.16804903,67.67692142,68.89890904,69.31156014,70.70790534,72.1099145,73.29251571,74.64851247,76.07802298,77.662784,79.42162564,80.955796,82.50113639,83.14614775,84.56221348,86.5008206,88.4088007,89.65756587,90.41104423,91.42531015,93.15808412,95.00556118,96.63707493,98.42895897,100,102.7426271,109.7743077,114.7230669,116.9529454
Benin,BEN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.52044293,31.75893295,32.71968338,33.49786275,44.72097885,51.47360155,55.02903436,57.04722925,60.0317148,65.16038057,67.98902897,69.328607,71.79269354,73.9907734,74.56028852,77.76165689,79.39023255,79.69997611,84.82799388,86.98236371,87.74857888,91.0243062,98.03218386,99.40198599,99.15568512,100,100.6835911,100.3131785,100.9857258,100.5842532,103.4791005,105.1541426,109.5064668,113.2139368,114.9925845
Burkina Faso,BFA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9449485,45.08227587,45.18463951,44.5331494,51.05234017,54.50836358,54.69843705,55.54965405,59.96047214,70.38809262,69.81106991,72.57667239,74.79533117,75.905839,75.97464657,78.81563141,78.29322027,80.2445607,87.59480232,89.70189956,93.09228936,99.36485229,105.1518608,102.9129977,102.2745389,100,102.6042992,104.0574811,105.175024,105.7144672,112.5495374,112.6765643,119.3120478,121.6959593,132.5538446
Bangladesh,BGD,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.12026505,27.86052136,28.57992513,28.62437211,29.75967662,31.88598728,33.23620056,34.49925336,36.13321133,37.49942168,38.79189901,40.05696495,41.6163295,44.03665891,46.04567135,48.15749193,50.98719524,54.28670927,58.55416908,62.51498075,66.98146547,72.24584083,78.14440573,83.75123045,88.49891059,93.6962543,100,105.0475976,111.1461766,115.2120566,119.6374247,124.567892,130.8573521,139.882746,149.5106691
Bulgaria,BGR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053764633,0.175561883,0.280159282,0.423295612,0.731052552,1.724959574,2.811101848,28.48245208,38.15253795,39.41887337,42.32831689,44.91785004,46.64645901,47.66774163,50.32834424,53.6471256,57.27178017,63.60113183,68.75502169,71.46260707,72.0086742,76.4104423,77.26026308,77.31585324,78.35249096,80.66212376,83.3429772,87.35437579,91.07152925,95.83956736,100,106.9666243,123.9939563,133.8938809,142.627827
Bahrain,BHR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.86921022,50.89276012,49.09489568,47.60937504,51.09970751,51.65703636,51.75865598,52.24090013,48.55404468,49.84385236,56.98275013,55.06594812,56.94609208,61.84492596,68.64235336,78.07035887,84.97368142,92.14174836,102.6137426,89.28017341,100,109.4859633,112.6982237,113.261522,111.6300613,101.8549814,102.2188561,106.937109,111.4420631,111.6257221,105.1192279,114.7990296,122.9898127,117.7204714,118.0932956
"Bahamas, The",BHS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.62802769,62.1780074,64.60641016,64.05597405,65.45455078,65.97978122,66.62918302,67.91357697,69.98439776,73.44928255,74.12700454,74.38878458,77.33493329,78.22805824,79.16288165,83.16536359,83.85413457,86.32612578,87.61118572,86.70320064,86.36283373,85.62131784,87.42418966,87.94348271,91.8200972,96.61485624,98.1025854,99.42431366,99.99968797,104.4472485,102.0204844,100.7750056,104.9315598,111.8985598,112.2214717
Bosnia and Herzegovina,BIH,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017680179,0.026250187,0.383785286,29.33967008,43.75080773,49.6057361,50.41908857,56.04046096,54.67324482,59.28401655,62.77747022,65.7444073,69.03679937,70.01081298,71.52442686,75.95108491,81.87536627,86.9496489,93.32771109,93.50080276,94.81569891,97.12211724,97.89498917,97.67558496,98.65267019,100,101.333306,103.1357286,106.0148913,108.6350543,108.7025629,114.0992151,127.573009,136.8746464,137.0733622
Belarus,BLR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35E-07,9.15E-07,1.03E-05,0.000119872,0.002452279,0.018674201,0.028704923,0.049271879,0.087004503,0.362629057,1.034547198,1.857369888,2.691212674,3.517019938,4.314508514,5.133063998,5.684797323,6.416584355,7.777768792,8.497886111,9.46157273,16.15670374,28.31327691,34.33352905,40.57969013,47.08156846,51.00907384,55.40766147,62.13372492,67.46292773,75.47581342,87.04366958,100,108.0467622,117.5201632
Belize,BLZ,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.46539964,70.7464455,73.17778128,74.55067584,76.49185361,80.53193058,82.74336283,81.48528246,83.47177944,82.08863357,83.27422952,81.674153,82.23925468,78.86127429,80.55028463,82.96956742,85.64239195,88.90219769,92.10763282,89.78756215,91.80646858,96.32021509,97.03468428,98.89802472,100,99.69541993,101.7833208,104.8703177,104.9518318,104.8281613,104.1446815,104.8015933,112.4022743,119.719327,126.899562
Bermuda,BMU,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37165623,39.77487466,40.89409234,43.01907393,43.86206193,45.69482218,59.11296854,61.49161711,63.17744122,64.89090895,62.14189894,61.29105471,66.55009829,68.42996522,71.64079676,76.48541591,80.59818969,85.8974359,90.28586211,91.22807018,93.26813235,92.1943774,98.36974459,100,103.0118909,106.0528226,110.6907287,110.5857565,112.3674224,115.0850224,114.5981929,115.9556559,117.6321352,122.1551322,125.2276499
Bolivia,BOL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,117.6894402,133.22351,141.9591863,153.2480757,170.760165,190.5345454,201.4046238,215.6059191,220.8053979,232.2771331,236.620933,243.2954355,258.6960178,279.308165,295.9012978,336.3323029,361.1312738,398.6209677,388.9747615,423.1170528,484.9021037,519.331489,550.4674286,561.7492461,535.7930477,528.5337453,560.5702896,577.7028074,573.699308,563.0607044,585.3360598,615.331398,612.2224335,664.5059644
Brazil,BRA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000551867,0.002851377,0.030481591,0.638939939,14.95227353,29.00412759,34.35720008,37.01267612,38.83531413,41.94621731,44.29774957,47.94128126,52.6386218,60.05594133,64.71151439,69.52037247,74.22987305,79.00956286,85.945459,92.23106531,99.99999999,108.3185922,116.9224755,125.6969981,135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,177.9773921,189.4969781,214.2211621,232.5805197,244.5805142,253.8697165
Barbados,BRB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3423672,47.38063493,48.38623859,50.90008085,52.0248925,52.55354294,53.88757112,54.38166494,59.11464088,61.73544288,60.91878227,62.29273822,62.85826645,63.55968433,67.26403456,71.74901539,74.68812065,81.12045662,82.58625082,81.07516605,96.36004739,99.89351292,98.87705463,101.5898397,101.5974219,100.9764939,100,103.367272,106.7294498,109.0203412,114.5955564,117.2647376,118.0445211,121.8008509,125.0986166
Brunei Darussalam,BRN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.48545325,65.03343309,63.73538431,62.36997667,60.86889112,66.35079742,65.7102502,66.1674978,56.91133314,62.83342291,64.32679766,61.12779213,61.04503479,64.89695849,75.63218291,91.13951516,100.2027496,104.909161,121.7164132,95.25615801,100,120.1807687,121.6472769,118.2125788,116.0303563,95.59422759,86.82871954,91.13131589,99.52963605,96.21158905,85.75939341,99.02287982,123.0227846,107.2177381,104.8515001
Bhutan,BTN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39106055,17.85663189,19.45003085,21.10589966,23.71063256,25.67491207,27.75782341,31.34049093,34.69275355,36.83338633,39.54071248,41.65113104,43.80249228,45.39002879,47.36262567,50.43134605,53.74726951,56.26703713,59.42146898,62.05033385,67.21724183,73.18627132,79.50721841,84.40814798,89.23817535,92.10252203,95.83167301,100,101.1508628,104.29464,109.8090881,118.18534,125.0340093,130.5030744,
Botswana,BWA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30448818,11.88980178,12.67919912,14.33569851,15.69240102,16.81523858,19.52454268,20.49893617,22.54212065,25.75103852,29.40020967,31.84419765,32.22230632,33.27245847,36.62591924,42.292574,45.45315346,48.19361392,52.71067136,60.67469177,65.3378405,73.60532973,75.82217252,76.98380237,86.14803644,89.36162166,100.0000433,97.35010895,97.4052304,97.90005299,102.1869659,110.7518113,126.941153,129.1486646,132.7317019
Central African Republic,CAF,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.37153201,68.10500911,70.00013111,67.59701239,84.09918014,92.42329669,89.14869702,89.88273045,89.51047745,93.16672578,101.0920475,101.5226376,99.11464074,100.4392273,95.97994058,100,103.3340459,105.2335651,112.6810189,113.482889,118.2620045,123.0032643,130.6061406,133.8549511,149.7753957,153.8317074,158.4160678,168.6239339,166.5597794,170.4370197,173.8153551,179.3527064,190.147549,196.9449468,208.7615558
Canada,CAN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.48623912,59.24346112,60.11484411,60.88975021,61.77608023,63.1742742,64.23261702,64.96752059,64.8530314,66.10071007,68.99208669,70.07779915,70.95904391,73.26502623,75.65410634,78.01197132,80.01701373,82.65801177,85.96128751,83.96275454,86.3545493,89.15628392,90.24260308,91.8134903,93.59577283,92.78368787,93.44892664,95.85151223,97.43413397,98.9405346,100,107.7850201,116.3073253,117.885925,121.4653162
Central Europe and the Baltics,CEB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.35171565,86.80620617,88.65052125,90.70900768,91.78335339,92.46049222,92.71940236,92.27760981,92.10296595,92.14328014,93.40314169,94.3132463,94.07796896,95.18786245,95.47021569,96.35296975,98.4248072,100.7644253,102.2254369,102.6931632,103.0143223,102.9932529,103.0588804,102.9693814,102.2968639,101.0027504,100.4136098,100.0442191,100.8088461,100.7041108,100,101.3215013,104.4017279,105.3374569,106.6949877
Channel Islands,CHI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.81863392,65.29577077,67.49124102,71.17265633,72.62327339,73.91507788,76.15777322,77.22132047,79.5860739,83.01568626,85.4686059,87.8902305,88.08081224,94.56208231,100.0018445,
Chile,CHL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.66584001,23.91706046,27.12597232,30.40750434,34.60392073,38.43255473,39.68109756,41.00270845,41.32211554,42.2261475,44.15167819,46.04011037,47.57815409,49.62415787,53.11013671,56.89174593,63.91781733,67.17043978,67.37942885,69.79012671,75.97174635,78.44881644,79.04774701,80.83483524,85.56601055,89.80526348,93.90097265,98.43469179,100,102.5677872,112.4817051,120.2078781,129.2957829,137.8134939,148.4457494
China,CHN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18278257,27.94397854,30.23542581,34.82657815,42.0149722,47.74287613,50.84894755,51.69156334,51.26434675,50.6390853,51.7023969,52.84607933,53.18571897,54.59124722,58.40728033,60.59680439,63.03246725,68.02064205,73.3647426,73.30460777,78.38348622,84.6667558,86.70314718,88.69558027,89.66333,89.78640297,91.11294429,94.89050734,98.18121314,99.47279338,100,104.4738613,106.4946721,105.9561237,105.206802
Cote d'Ivoire,CIV,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.50907311,32.72476732,32.71696667,34.73043237,50.84051484,56.45523446,59.26844654,61.59264338,64.91086167,64.40721055,65.43838113,69.9379038,73.14255461,75.54025583,73.64921315,74.60761425,75.62193331,77.95755411,82.14616164,83.13830597,84.39886387,89.2174655,88.85693919,91.4131138,95.44199354,100,98.82016756,97.79078036,99.43559828,101.4077567,103.261879,107.3202065,110.5398133,113.3600879,116.2507701
Cameroon,CMR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.27727828,42.75034609,42.2041373,59.00148227,64.67667867,67.90585065,68.18464429,72.38741693,73.1589726,72.33976298,73.44769199,75.26137912,77.3495007,78.86007028,78.97007048,80.04180644,81.88250784,82.28431188,86.3495986,89.4612195,90.07688006,92.40901034,94.20385702,97.08033333,99.03573766,99.34254214,100,101.0251412,102.9415796,104.1457612,104.8805846,107.9441877,115.3179143,120.6914095,121.2098172
"Congo, Democratic Republic of",COD,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68E-10,6.52E-09,2.58E-07,4.54E-06,0.001218579,0.006902121,0.050950685,0.149103528,0.189265125,1.025632428,28.00102347,48.4584904,63.82926247,72.39224751,77.00034581,100,113.3252254,136.2979088,164.1917073,217.8133188,263.0887034,299.3730032,317.1557363,325.945046,329.1837359,325.3787716,339.5302393,485.7613628,636.3406437,673.8555042,700.1463107,804.9962632,886.3525443,1012.070454,1156.926643
"Congo, Republic of",COG,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.36342831,32.86943748,32.35362778,31.98776371,43.74417073,45.22969193,53.36738374,56.01681695,45.80938234,59.25688316,87.13137022,74.99814554,73.69398212,70.56085526,82.42018635,100,111.3803018,118.8874646,138.229508,108.9729104,141.0302166,156.4777153,174.2599841,172.3351742,161.1944578,133.3819861,128.710299,144.6261986,176.7830259,174.4541455,150.031319,184.9746904,218.7527314,202.1981759,202.1709122
Colombia,COL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.747981706,11.11044188,13.6285552,17.0141034,20.77360405,24.68962727,28.85436712,33.7134001,38.69389601,43.57820361,48.43860008,51.59604518,54.67539548,58.40918636,62.66314691,65.64164917,69.45389355,73.06690857,78.67653493,81.8741267,84.98932283,90.41742377,93.6875101,95.47476465,97.6092294,100,105.1483343,110.5463721,115.6653099,120.2949534,122.0773933,131.6020096,151.2436578,161.7586649,171.1026563
Comoros,COM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49632501,57.8396409,53.92706144,55.45472002,60.67684623,65.72575113,67.82812096,68.45510142,69.37695503,73.40869994,75.92400901,82.47623883,85.91603897,90.30792012,93.36787912,93.66281113,96.57643986,100,103.1442898,100.9860411,101.6752326,103.0457287,104.2703001,101.7521244,100.835132,99.47714317,101.7149868,100.4024941,101.8356679,104.209106,100.6696684,100.3558514,107.9804625,114.0750253,119.1328419
Cabo Verde,CPV,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.71793093,74.10703037,71.05690008,106.1263841,75.16670485,74.00395162,78.27168405,77.61788737,77.35709857,83.24558147,82.24586173,86.48591142,86.17178692,90.4123865,84.68697964,83.16694729,87.02570313,88.21392984,91.48908696,93.27729446,93.88771544,96.46684938,97.12051595,98.5042504,98.40543096,100,101.6799248,102.9986256,104.7538985,105.4818032,105.8680358,107.2971496,114.1032121,118.7772557,120.8238678
Costa Rica,CRI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.948698526,8.15420249,9.762933124,10.78175106,12.47130291,15.1197392,17.39905,19.95321191,22.33526524,24.79872693,27.12725635,29.76428008,32.67727633,36.15683015,40.98389332,46.31726074,52.33123768,57.83480193,64.44172581,70.69343088,75.37958875,78.84194297,82.57403117,86.36435399,91.72492072,95.3528389,97.22057675,100,102.1924784,104.8155469,105.6253447,108.1330286,114.9241993,114.8231549,114.877244
Caribbean,CSS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.28924312,60.46577604,62.73065552,74.63410594,94.24946534,104.153828,101.3712368,100.0001025,101.299209,105.1375332,106.9681497,107.4547897,112.3259041,115.6659267,116.3668374,116.8091254,128.9170467,133.5448793,133.0847737,133.928764,135.5386528,141.3990285,145.5194779,149.3871386,154.5609765,159.8764039,166.796413,173.6577351,175.4503506,181.6696146,211.7467681,1062.103137,1211.777204,1696.496672,
